Date,Salesperson,Customer Name,Car Make,Car Model,Car Type,Car Year,Sale Price,Commission Rate,Commission Earned
2023-04-25,Ashley Brown,Matthew Madden,Toyota,Silverado,Convertible,2022,47905,0.13522471,6477.94
2022-11-10,Monica Moore MD,William Rice,Honda,Altima,Hatchback,2015,13180,0.126417733,1666.19
2022-10-19,Scott Parker,Paul Moore,Chevrolet,Civic,MiniVan,2017,41268,0.058670772,2421.23
2023-03-05,Patrick Harris,Trevor Spencer,Toyota,Silverado,Convertible,2010,39447,0.073777885,2910.32
2022-11-15,Roberto Rose,Jessica Green,Toyota,F-150,Hatchback,2010,21044,0.127445401,2681.96
2023-04-18,Roberto Rose,Isaac Spence,Chevrolet,Civic,Convertible,2015,30157,0.123176912,3714.65
2022-05-10,Norma Watkins,Jeffrey Dillon,Toyota,Civic,Convertible,2020,15756,0.058559562,922.66
2022-10-17,Ashley Brown,Jeffrey Morales,Honda,Civic,MiniVan,2018,49685,0.129223018,6420.45
2022-11-27,Scott Parker,John Wilson,Toyota,Silverado,Sedan,2010,41104,0.101982657,4191.9
2022-07-01,Ashley Ramos,Sharon Ruiz,Nissan,Corolla,Convertible,2010,38655,0.146187092,5650.86
2023-03-24,Monica Moore MD,Beverly Jarvis,Honda,Corolla,Convertible,2012,25978,0.132690623,3447.04
2022-08-25,Scott Parker,Ronald Lynn,Nissan,Corolla,MiniVan,2014,43793,0.096511541,4226.53
2022-08-04,Ashley Ramos,Daniel Stevens,Nissan,Corolla,Sedan,2014,35108,0.122284412,4293.16
2022-12-06,Ashley Brown,Harold Rocha,Chevrolet,Silverado,MiniVan,2015,49167,0.06019739,2959.73
2023-03-13,Monica Moore MD,Michael Bishop,Chevrolet,Corolla,Hatchback,2011,25232,0.083223143,2099.89
2022-05-24,Patrick Harris,Tyler Ellis,Nissan,F-150,Hatchback,2014,17088,0.074058997,1265.52
2022-05-18,Ashley Ramos,Mark Barnett,Nissan,Civic,SUV,2018,10365,0.056490122,585.52
2022-12-17,Patrick Harris,Sara Schroeder,Ford,Civic,MiniVan,2017,12036,0.131634306,1584.35
2022-11-14,Terry Perkins MD,Chad Mendoza,Chevrolet,Silverado,Hatchback,2020,20547,0.050882763,1045.49
2023-02-27,Terry Perkins MD,Jenny Gilbert,Ford,Altima,Hatchback,2022,22093,0.126487087,2794.48
2022-11-29,Norma Watkins,Brandy Sutton,Honda,Altima,Sedan,2010,44386,0.085322622,3787.13
2022-11-28,Patrick Harris,Jennifer Bennett,Ford,Corolla,Convertible,2020,47403,0.079711711,3778.57
2023-01-03,Monica Moore MD,Riley Freeman,Chevrolet,Civic,Sedan,2016,12889,0.101646233,1310.12
2022-10-13,Ashley Ramos,Katie Green,Nissan,Corolla,Hatchback,2022,37245,0.113646523,4232.76
2022-06-06,Patrick Harris,Shari Richards,Toyota,Altima,Hatchback,2012,10204,0.090821388,926.74
2022-05-18,Scott Parker,Michael Carr,Ford,Silverado,MiniVan,2015,18257,0.105434542,1924.92
2022-08-29,Terry Perkins MD,Bradley Lewis,Nissan,Corolla,Sedan,2014,32838,0.085922349,2821.52
2023-03-01,Patrick Harris,Laura Williams,Honda,Civic,Convertible,2011,15112,0.112650154,1702.37
2023-04-04,Terry Perkins MD,Karina Clark,Nissan,Silverado,Hatchback,2013,45955,0.071044358,3264.84
2022-05-26,Monica Moore MD,John Barker,Nissan,F-150,Convertible,2016,32019,0.076431058,2447.25
2022-09-01,Monica Moore MD,Emily Klein,Ford,Silverado,Sedan,2010,43855,0.073030309,3202.74
2022-12-15,Monica Moore MD,Brooke Parker,Honda,Silverado,SUV,2015,40703,0.117462865,4781.09
2022-10-05,Ashley Brown,Troy Wallace,Honda,F-150,Hatchback,2014,13128,0.103166448,1354.37
2022-12-13,Norma Watkins,Patricia Gonzalez,Ford,Altima,MiniVan,2018,44681,0.140716604,6287.36
2023-02-05,Ashley Ramos,Kelly Mcmillan,Chevrolet,Corolla,Hatchback,2011,11126,0.073537124,818.17
2023-04-10,Roberto Rose,Lawrence Cannon,Ford,Civic,Hatchback,2012,16610,0.093855847,1558.95
2023-03-24,Norma Watkins,Shannon Carter,Chevrolet,Corolla,Hatchback,2016,40410,0.132061369,5336.6
2022-07-16,Roberto Rose,Jennifer Barton,Nissan,Silverado,Convertible,2020,27774,0.104114932,2891.69
2022-11-18,Scott Parker,Peter Conner,Honda,Corolla,MiniVan,2020,47694,0.072801488,3472.19
2022-08-22,Monica Moore MD,Kevin Dawson,Toyota,Altima,Sedan,2019,39263,0.131002356,5143.55
2022-11-06,Norma Watkins,Antonio Allen,Chevrolet,F-150,Hatchback,2021,43075,0.111814528,4816.41
2022-09-10,Patrick Harris,Justin Graves,Honda,Altima,SUV,2013,25142,0.09285933,2334.67
2022-06-02,Norma Watkins,Emily Wilson,Ford,Civic,Hatchback,2012,33182,0.093444893,3100.69
2023-04-08,Terry Perkins MD,Michael Wells,Honda,Corolla,MiniVan,2022,16819,0.130946112,2202.38
2022-10-10,Ashley Ramos,Christopher Castillo,Nissan,Altima,MiniVan,2020,27194,0.08066088,2193.49
2022-12-31,Terry Perkins MD,Kevin Meyer,Nissan,F-150,Hatchback,2014,24168,0.128438551,3104.1
2022-11-30,Eric Lopez,Tanya Walker,Nissan,F-150,Convertible,2018,21726,0.129615174,2816.02
2022-10-14,Terry Perkins MD,Gregory Bowman,Ford,Civic,SUV,2013,23351,0.094179511,2199.19
2022-10-11,Monica Moore MD,Curtis Martin,Ford,Corolla,Hatchback,2013,49270,0.051257463,2525.46
2022-08-15,Norma Watkins,Jeffery Nguyen,Toyota,F-150,SUV,2014,26117,0.100255365,2618.37
2022-05-19,Patrick Harris,Debbie Wheeler,Honda,Civic,SUV,2017,26958,0.080491126,2169.88
2022-10-01,Eric Lopez,Ashley Lopez,Honda,Altima,Convertible,2021,48210,0.109511669,5279.56
2022-07-26,Norma Watkins,Zoe Mata,Nissan,Civic,SUV,2013,16331,0.123522389,2017.24
2023-03-08,Scott Parker,Monique Carter,Nissan,F-150,Sedan,2017,12826,0.103124192,1322.67
2022-05-31,Monica Moore MD,Kristina Wells,Nissan,Silverado,Convertible,2010,16885,0.12812767,2163.44
2022-10-25,Patrick Harris,Ashley Hunter,Toyota,Civic,Convertible,2011,16072,0.114148232,1834.59
2023-04-26,Ashley Ramos,Courtney Barnes,Toyota,Altima,Hatchback,2015,46834,0.077854528,3646.24
2023-02-16,Terry Perkins MD,Shannon Lopez,Chevrolet,Corolla,MiniVan,2014,39024,0.114408401,4464.67
2022-08-04,Eric Lopez,Mark Long,Honda,Civic,SUV,2012,14924,0.051954458,775.37
2023-04-09,Norma Watkins,Samuel Barry,Toyota,Silverado,MiniVan,2021,12582,0.050446001,634.71
2022-08-03,Eric Lopez,William Rocha,Nissan,Silverado,MiniVan,2013,23596,0.139419768,3289.75
2022-05-12,Ashley Ramos,Kenneth Costa,Chevrolet,Altima,MiniVan,2020,30848,0.094984782,2930.09
2022-12-16,Norma Watkins,Austin Garcia,Ford,Civic,SUV,2019,32209,0.131344128,4230.46
2023-02-23,Ashley Brown,Matthew Yang,Honda,Altima,Hatchback,2011,15434,0.079430735,1225.93
2022-10-02,Roberto Rose,Christine Flores,Nissan,Civic,Convertible,2020,48497,0.103604996,5024.53
2022-07-11,Norma Watkins,Matthew Norton,Ford,Silverado,Convertible,2011,22993,0.149335369,3433.67
2023-02-06,Roberto Rose,Christine Crawford,Nissan,Civic,Sedan,2012,15313,0.084783441,1298.29
2023-03-09,Roberto Rose,Nicole Chase,Chevrolet,F-150,SUV,2011,42435,0.091375264,3877.51
2022-06-02,Ashley Brown,Michelle Brooks,Nissan,Silverado,MiniVan,2016,28864,0.086476662,2496.06
2022-08-18,Ashley Ramos,John Savage,Nissan,Civic,MiniVan,2011,17348,0.117468908,2037.85
2023-02-21,Roberto Rose,Victor Allen,Nissan,Corolla,Convertible,2018,39871,0.089532381,3569.75
2023-04-11,Norma Watkins,Christopher Willis,Toyota,Altima,Sedan,2012,35200,0.086212664,3034.69
2023-01-03,Patrick Harris,Katrina Davis PhD,Chevrolet,F-150,MiniVan,2016,26432,0.050031669,1322.44
2023-01-29,Scott Parker,Justin Johnson,Honda,F-150,Sedan,2016,25687,0.074362604,1910.15
2023-01-18,Monica Moore MD,Alison Smith,Toyota,Altima,Convertible,2018,25856,0.109566287,2832.95
2022-08-11,Scott Parker,Emma Reeves,Honda,Civic,MiniVan,2015,18620,0.078236674,1456.77
2022-09-04,Norma Watkins,Jonathan Williams,Honda,Altima,MiniVan,2020,19623,0.06226719,1221.87
2022-10-01,Monica Moore MD,Shelby Norton,Chevrolet,Silverado,Convertible,2021,22261,0.11198311,2492.86
2022-07-17,Norma Watkins,Joshua Lewis,Nissan,Silverado,Hatchback,2016,20081,0.125673371,2523.65
2022-06-18,Patrick Harris,Joseph Nelson,Honda,Corolla,Sedan,2021,39624,0.095292436,3775.87
2022-11-04,Ashley Brown,Richard Small,Toyota,Silverado,SUV,2017,29529,0.106908863,3156.91
2022-09-02,Ashley Ramos,Heidi Green,Nissan,Corolla,Sedan,2018,16663,0.080789064,1346.19
2022-07-20,Scott Parker,Rebecca Ryan,Nissan,Corolla,MiniVan,2011,49604,0.147792898,7331.12
2022-05-04,Ashley Brown,David Parker,Toyota,Civic,Sedan,2013,39811,0.078673103,3132.05
2022-08-07,Patrick Harris,Andrea Roth,Toyota,Silverado,MiniVan,2014,35072,0.052636402,1846.06
2022-11-10,Scott Parker,Amanda Jennings,Nissan,Civic,Hatchback,2020,36817,0.090603627,3335.75
2022-11-03,Monica Moore MD,Emily Ball,Toyota,Altima,Hatchback,2018,26437,0.088039425,2327.5
2023-04-20,Norma Watkins,Matthew Strong,Honda,F-150,MiniVan,2021,38055,0.110623542,4209.78
2022-12-28,Monica Moore MD,Neil Steele,Nissan,Corolla,Sedan,2012,40793,0.094877781,3870.35
2023-04-14,Eric Lopez,Trevor Bates,Honda,Civic,Convertible,2012,45645,0.08020006,3660.73
2023-04-16,Monica Moore MD,Angela Miranda,Honda,Silverado,Sedan,2010,21938,0.143635729,3151.08
2022-11-02,Monica Moore MD,Donald Harvey,Chevrolet,Corolla,Sedan,2014,23004,0.051089001,1175.25
2022-10-22,Monica Moore MD,Warren Delgado,Honda,Altima,SUV,2018,13373,0.072815177,973.76
2022-06-14,Patrick Harris,Danielle Holmes,Ford,Altima,Hatchback,2010,19798,0.070104335,1387.93
2022-12-20,Monica Moore MD,Matthew Hicks,Honda,Silverado,Hatchback,2021,22269,0.077732043,1731.01
2022-05-21,Eric Lopez,Sara Ware,Nissan,Corolla,Sedan,2012,45240,0.1070846,4844.51
2022-06-09,Roberto Rose,Tammy Perez,Honda,F-150,SUV,2015,40976,0.058892047,2413.16
2022-06-10,Scott Parker,Stacy Leblanc,Honda,F-150,SUV,2020,10936,0.141748566,1550.16
2023-01-15,Monica Moore MD,Robert Rodriguez,Ford,Civic,SUV,2013,12509,0.133878025,1674.68
2022-10-08,Ashley Ramos,Jon Richardson,Nissan,Civic,SUV,2010,32945,0.069495654,2289.53
2023-03-26,Norma Watkins,Edward Russell,Honda,Corolla,Sedan,2022,19150,0.090479689,1732.69
2022-08-18,Ashley Ramos,Evelyn May,Toyota,F-150,Hatchback,2021,11597,0.058320446,676.34
2023-01-04,Roberto Rose,Justin Shelton,Toyota,Altima,MiniVan,2012,19585,0.066327984,1299.03
2022-06-17,Scott Parker,John Young,Nissan,F-150,MiniVan,2018,32546,0.06430217,2092.78
2023-03-06,Ashley Brown,Aaron Parker,Chevrolet,Corolla,SUV,2011,15009,0.135483439,2033.47
2023-04-27,Norma Watkins,Jenna Anderson,Ford,Silverado,MiniVan,2013,42712,0.073716099,3148.56
2023-04-05,Ashley Brown,Mary Harris,Honda,F-150,MiniVan,2018,32128,0.054115196,1738.61
2022-08-16,Terry Perkins MD,Eric Fry III,Chevrolet,Corolla,MiniVan,2011,37555,0.103196685,3875.55
2022-08-24,Roberto Rose,Jonathan Myers,Ford,Civic,Sedan,2010,35840,0.074032493,2653.32
2023-01-14,Terry Perkins MD,Robert Obrien,Ford,F-150,Convertible,2010,48607,0.079180254,3848.71
2023-03-26,Ashley Ramos,Brandy Colon,Honda,Silverado,MiniVan,2022,18028,0.078707391,1418.94
2022-07-09,Eric Lopez,Nancy Lee,Ford,Silverado,Hatchback,2015,10898,0.109671129,1195.2
2022-07-26,Patrick Harris,Rebecca Rodriguez,Chevrolet,Altima,Sedan,2019,28997,0.105618976,3062.63
2022-10-07,Norma Watkins,Barry Clark,Honda,Civic,Hatchback,2011,49483,0.116930746,5786.08
2023-04-11,Terry Perkins MD,Stacey Hall,Chevrolet,Civic,MiniVan,2022,16093,0.082425765,1326.48
2022-12-26,Scott Parker,Charles Martinez,Nissan,Silverado,Sedan,2022,39783,0.086328178,3434.39
2023-04-23,Roberto Rose,Megan Floyd,Ford,Civic,Convertible,2021,45591,0.119929461,5467.7
2023-04-28,Patrick Harris,Shane Frey,Chevrolet,Corolla,Convertible,2016,14634,0.149181897,2183.13
2023-04-19,Ashley Brown,Jonathan Lee,Nissan,Altima,Sedan,2012,24602,0.104984219,2582.82
2023-03-27,Ashley Ramos,April Chapman,Ford,Altima,Sedan,2018,49994,0.082023999,4100.71
2023-01-26,Monica Moore MD,Nancy Park,Honda,F-150,Convertible,2018,41535,0.094001454,3904.35
2022-10-07,Ashley Ramos,Sara Palmer,Chevrolet,Civic,SUV,2011,17125,0.140100996,2399.23
2022-12-28,Ashley Ramos,Joseph Wilson,Chevrolet,Silverado,MiniVan,2021,33288,0.096980619,3228.29
2023-03-27,Scott Parker,Victoria Smith MD,Toyota,Silverado,Sedan,2016,24151,0.059459208,1436
2023-04-29,Eric Lopez,Heather Bryant,Nissan,Altima,MiniVan,2022,22223,0.089140516,1980.97
2022-10-03,Terry Perkins MD,Tyler Shelton,Chevrolet,Silverado,Convertible,2020,47156,0.139373553,6572.3
2022-09-15,Patrick Harris,Kimberly Stewart,Honda,Civic,Convertible,2022,32110,0.125754211,4037.97
2023-03-05,Ashley Brown,Daniel Kaufman,Toyota,Corolla,Sedan,2013,39663,0.083889918,3327.33
2022-11-22,Terry Perkins MD,Sharon Norris,Toyota,F-150,Sedan,2014,17127,0.054342108,930.72
2022-09-18,Norma Watkins,David Nash,Nissan,Corolla,Hatchback,2020,14198,0.058174491,825.96
2022-05-22,Scott Parker,Darrell King,Chevrolet,F-150,SUV,2013,15209,0.087624736,1332.68
2023-03-27,Roberto Rose,Kelsey Brown,Toyota,Corolla,SUV,2020,14605,0.136512412,1993.76
2023-04-02,Ashley Ramos,Jennifer Rollins,Toyota,Silverado,Convertible,2014,11767,0.123387462,1451.9
2022-06-10,Monica Moore MD,Jenny Blair,Toyota,F-150,Hatchback,2019,48980,0.079559426,3896.82
2022-12-09,Monica Moore MD,Jose Hall,Honda,F-150,Sedan,2018,11863,0.064218582,761.83
2022-08-28,Scott Parker,Jeffery Rollins,Ford,Altima,Hatchback,2011,23866,0.050897187,1214.71
2022-05-10,Monica Moore MD,Eric Johnson,Honda,Silverado,SUV,2010,41503,0.081233202,3371.42
2022-09-26,Ashley Ramos,Richard Allen,Ford,Corolla,MiniVan,2012,27954,0.120143059,3358.48
2022-06-04,Roberto Rose,Joel Martin,Toyota,Altima,Convertible,2012,49794,0.111163773,5535.29
2022-07-12,Scott Parker,Zachary Joseph,Nissan,F-150,Sedan,2012,47113,0.099493986,4687.46
2023-02-14,Roberto Rose,Matthew Walker,Honda,Civic,Convertible,2018,12343,0.138265851,1706.62
2023-04-18,Norma Watkins,Chelsea Davis,Ford,Corolla,SUV,2018,14615,0.12127517,1772.44
2022-10-02,Scott Parker,Jessica Dunn,Toyota,Corolla,SUV,2018,25134,0.05623026,1413.29
2022-05-21,Scott Parker,Joyce Henderson,Ford,Altima,Sedan,2018,33444,0.11438402,3825.46
2022-09-09,Roberto Rose,Brian Benitez,Chevrolet,Civic,Sedan,2016,32745,0.127139875,4163.2
2022-10-31,Roberto Rose,Joe Martin,Toyota,Corolla,Convertible,2011,14102,0.084067919,1185.53
2023-03-17,Ashley Brown,Megan Bell,Ford,Corolla,Convertible,2011,48984,0.071891929,3521.55
2023-03-28,Eric Lopez,Morgan Mayer,Chevrolet,Civic,SUV,2014,37518,0.065624923,2462.12
2022-12-16,Terry Perkins MD,Dawn Henderson,Toyota,F-150,Sedan,2011,14537,0.12334961,1793.13
2023-02-06,Patrick Harris,Kathleen Moore,Nissan,Silverado,Hatchback,2017,30959,0.11023777,3412.85
2023-01-07,Ashley Brown,Derrick Roberts,Toyota,Corolla,Hatchback,2019,36429,0.079466454,2894.88
2022-12-28,Eric Lopez,Angel Smith,Chevrolet,Altima,Hatchback,2022,13063,0.051047218,666.83
2022-09-13,Monica Moore MD,Kim Miller,Toyota,Silverado,SUV,2015,18499,0.052988813,980.24
2022-05-03,Patrick Harris,Scott Lawrence,Toyota,Silverado,Convertible,2019,48821,0.072188863,3524.33
2022-06-14,Roberto Rose,Frank Wise,Chevrolet,F-150,MiniVan,2021,17211,0.119716048,2060.43
2022-06-15,Scott Parker,Heather Wilson,Toyota,Altima,SUV,2011,15180,0.143799829,2182.88
2023-01-15,Eric Lopez,Brian Mckinney,Nissan,Altima,MiniVan,2022,47543,0.113423397,5392.49
2023-04-28,Patrick Harris,Erika Smith,Honda,Altima,MiniVan,2016,17556,0.085975601,1509.39
2022-07-23,Terry Perkins MD,Jason Guerrero,Nissan,Corolla,MiniVan,2013,49747,0.074279954,3695.2
2022-10-13,Scott Parker,Stacy Cummings,Toyota,Corolla,Sedan,2010,22075,0.097766962,2158.21
2022-06-21,Norma Watkins,Allison Roberts,Ford,F-150,SUV,2018,26913,0.128285476,3452.55
2022-12-23,Ashley Brown,Shane Perez,Honda,Altima,SUV,2016,46608,0.143065768,6668.01
2023-03-25,Patrick Harris,Kimberly Tyler,Honda,Silverado,Sedan,2022,46766,0.141202963,6603.5
2022-09-24,Eric Lopez,Nathan Blair,Ford,F-150,Hatchback,2016,39918,0.140746345,5618.31
2022-09-24,Terry Perkins MD,Michael Rivera,Nissan,Civic,Sedan,2012,10263,0.074332876,762.88
2023-01-11,Ashley Brown,Stephanie Martinez,Chevrolet,Corolla,SUV,2011,25115,0.130495397,3277.39
2022-09-15,Terry Perkins MD,Mario Rivera,Nissan,Civic,Sedan,2020,17046,0.082370446,1404.09
2023-04-24,Eric Lopez,Amy Lee,Ford,Corolla,Sedan,2019,19707,0.127949991,2521.51
2022-09-23,Roberto Rose,Jacqueline Meyers,Toyota,F-150,Hatchback,2013,41725,0.089146355,3719.63
2023-04-11,Ashley Brown,Jeremy Smith,Chevrolet,F-150,Hatchback,2013,11462,0.068123869,780.84
2022-05-09,Eric Lopez,Morgan Hoffman,Chevrolet,F-150,Convertible,2013,13122,0.130938599,1718.18
2023-04-21,Terry Perkins MD,Melissa Johnson,Honda,Corolla,SUV,2017,28945,0.102723959,2973.34
2022-08-26,Patrick Harris,Kristopher Thomas,Nissan,Corolla,SUV,2021,23372,0.130883123,3059
2022-10-02,Ashley Brown,Gabriel Martin,Nissan,Civic,Convertible,2014,29369,0.148987177,4375.6
2022-05-06,Ashley Brown,Robert Foster,Chevrolet,Altima,Hatchback,2015,35657,0.11921218,4250.75
2022-09-19,Monica Moore MD,Tyler Huang,Chevrolet,Silverado,Sedan,2021,23257,0.115164877,2678.39
2022-10-01,Ashley Brown,Holly Roberts,Ford,Civic,Sedan,2017,45019,0.069180961,3114.46
2023-04-21,Monica Moore MD,David Sanchez,Toyota,F-150,Convertible,2017,27591,0.118714413,3275.45
2022-06-15,Monica Moore MD,Leslie Sweeney,Ford,Corolla,Convertible,2022,25171,0.142756014,3593.31
2022-05-25,Eric Lopez,Katherine Holmes,Chevrolet,Altima,SUV,2014,36791,0.14857637,5466.27
2023-04-23,Monica Moore MD,Hailey Walker,Chevrolet,Silverado,Convertible,2016,49481,0.130754608,6469.87
2022-11-28,Patrick Harris,Paige Torres,Toyota,Corolla,Sedan,2011,32511,0.055841921,1815.48
2022-12-16,Monica Moore MD,Diamond Peterson,Ford,Corolla,MiniVan,2018,24321,0.060176589,1463.55
2022-10-27,Ashley Ramos,James Garcia,Ford,Altima,Hatchback,2011,44679,0.069727477,3115.35
2022-10-17,Roberto Rose,Valerie Dawson,Ford,Civic,Convertible,2020,38413,0.118353705,4546.32
2022-10-26,Ashley Brown,Benjamin Clarke,Toyota,F-150,Hatchback,2021,15078,0.107082416,1614.59
2023-03-16,Roberto Rose,Deborah King MD,Chevrolet,Altima,Convertible,2014,40911,0.10335582,4228.39
2022-05-14,Terry Perkins MD,Brittany Weiss,Nissan,Altima,Convertible,2011,48892,0.119753891,5855.01
2022-07-17,Norma Watkins,Jack Lam,Toyota,Corolla,Convertible,2022,37813,0.089459147,3382.72
2023-01-27,Roberto Rose,Caitlin Curtis,Chevrolet,Altima,Hatchback,2017,22388,0.095539353,2138.94
2022-05-13,Ashley Brown,Mrs. Tara Kelly DDS,Chevrolet,Silverado,Sedan,2021,15767,0.112059821,1766.85
2023-04-09,Scott Parker,John Elliott,Nissan,Silverado,Hatchback,2022,12176,0.12529835,1525.63
2023-02-11,Scott Parker,Abigail Figueroa,Ford,Corolla,Sedan,2016,41226,0.111662049,4603.38
2022-07-10,Norma Watkins,Lisa Pace,Ford,Altima,Sedan,2019,14003,0.070228442,983.41
2022-05-04,Ashley Brown,Mrs. Sheila Soto,Nissan,Silverado,Sedan,2019,39319,0.102704835,4038.25
2023-01-03,Patrick Harris,Melissa Smith,Honda,F-150,Convertible,2018,32883,0.067339842,2214.34
2022-11-26,Ashley Brown,Evelyn Jackson,Honda,Civic,Hatchback,2019,22225,0.121531566,2701.04
2023-03-20,Terry Perkins MD,Michael Smith,Toyota,Silverado,Hatchback,2020,47307,0.137878622,6522.62
2022-09-22,Ashley Ramos,Eric Davis,Honda,Altima,MiniVan,2018,49482,0.097321511,4815.66
2022-05-20,Eric Lopez,Thomas Gonzalez,Nissan,F-150,Hatchback,2018,24130,0.081057596,1955.92
2023-03-23,Eric Lopez,Austin Alexander,Toyota,F-150,MiniVan,2018,31203,0.076280076,2380.17
2023-03-25,Eric Lopez,Rose White,Ford,Corolla,SUV,2015,43983,0.118221133,5199.72
2022-05-03,Eric Lopez,Robert Nelson,Ford,Civic,SUV,2014,25498,0.140091201,3572.05
2022-06-28,Terry Perkins MD,Christine Jones,Ford,Silverado,MiniVan,2018,24054,0.114730647,2759.73
2022-12-28,Ashley Ramos,Mary Yoder DDS,Honda,Altima,Hatchback,2011,35477,0.143219082,5080.98
2022-06-06,Ashley Ramos,Richard Orr,Nissan,Corolla,SUV,2013,32109,0.092815436,2980.21
2022-10-28,Roberto Rose,Joseph Arias,Honda,Silverado,Hatchback,2014,25583,0.135210113,3459.08
2023-03-14,Ashley Brown,Daniel Diaz,Nissan,F-150,MiniVan,2016,30391,0.103539206,3146.66
2022-12-20,Roberto Rose,Adam Leblanc,Nissan,Altima,Sedan,2011,34785,0.128342943,4464.41
2022-08-08,Patrick Harris,Sabrina Martin,Nissan,F-150,MiniVan,2019,18346,0.140722899,2581.7
2022-11-03,Patrick Harris,Paul Dorsey,Chevrolet,Altima,MiniVan,2015,30501,0.057353152,1749.33
2022-08-20,Ashley Brown,James Ballard,Ford,Civic,SUV,2020,23597,0.087280874,2059.57
2022-07-09,Ashley Brown,Angel Cooper,Ford,Altima,Sedan,2010,34070,0.05913024,2014.57
2022-11-19,Ashley Brown,James Flores,Ford,Corolla,Convertible,2021,16588,0.102892852,1706.79
2023-01-16,Terry Perkins MD,Lisa Wilson,Toyota,Silverado,MiniVan,2020,11697,0.058718759,686.83
2022-05-27,Norma Watkins,Jessica Morgan,Chevrolet,F-150,Hatchback,2016,47058,0.10571753,4974.86
2022-10-21,Terry Perkins MD,Kathryn Pearson,Toyota,Corolla,MiniVan,2016,41544,0.11962982,4969.9
2023-01-03,Patrick Harris,Kenneth Thompson,Nissan,Civic,Sedan,2015,42560,0.093069491,3961.04
2023-03-29,Scott Parker,Timothy Cohen,Toyota,Civic,Sedan,2013,15518,0.129590751,2010.99
2022-11-07,Monica Moore MD,Stephanie Garcia,Toyota,Altima,SUV,2022,39051,0.124254192,4852.25
2022-05-07,Monica Moore MD,Tonya Larson,Ford,Civic,Sedan,2014,18588,0.131115034,2437.17
2022-10-09,Scott Parker,Dana Rodriguez,Nissan,Silverado,Convertible,2016,36709,0.146084898,5362.63
2023-03-09,Monica Moore MD,Yolanda Fernandez,Honda,F-150,Convertible,2013,28669,0.124145726,3559.13
2023-02-28,Ashley Brown,Dwayne Reed,Chevrolet,Corolla,SUV,2022,12135,0.138372368,1679.15
2023-01-31,Ashley Brown,Thomas Lynn,Honda,F-150,Sedan,2014,28405,0.102047793,2898.67
2023-02-26,Scott Parker,Charles Anderson,Ford,Corolla,Convertible,2016,41525,0.148733593,6176.16
2023-02-11,Norma Watkins,Richard Clarke,Toyota,Civic,Convertible,2020,39988,0.058843972,2353.05
2022-09-22,Ashley Brown,Brittney Baker,Honda,Corolla,Sedan,2019,37413,0.057666801,2157.49
2022-08-22,Patrick Harris,Ryan Clark,Toyota,Altima,Sedan,2016,17326,0.128565092,2227.52
2022-05-17,Ashley Ramos,Trevor Sandoval,Chevrolet,Altima,SUV,2018,40406,0.13855929,5598.63
2022-06-21,Scott Parker,Steven Pope,Toyota,Altima,SUV,2013,40593,0.07619155,3092.84
2022-07-31,Scott Parker,Jeffery Wheeler,Toyota,Silverado,Hatchback,2013,12339,0.069733951,860.45
2022-11-17,Monica Moore MD,Judith Hendrix,Nissan,Civic,Hatchback,2018,11639,0.125092149,1455.95
2022-10-20,Scott Parker,Lindsay Holmes,Honda,Altima,MiniVan,2014,27495,0.094623505,2601.67
2023-03-24,Patrick Harris,Michael Harmon,Nissan,Civic,Sedan,2018,45085,0.115050142,5187.04
2023-02-20,Ashley Brown,Christine Miller,Ford,Civic,MiniVan,2019,25045,0.10792512,2702.98
2022-06-16,Ashley Brown,Marie Jackson,Chevrolet,Corolla,SUV,2019,10126,0.07369094,746.19
2022-09-28,Roberto Rose,Taylor Ellison,Toyota,Altima,Sedan,2014,17377,0.145707116,2531.95
2023-04-21,Monica Moore MD,Andrew White,Chevrolet,Corolla,Sedan,2016,19266,0.08559286,1649.03
2022-12-06,Eric Lopez,Barbara Conner,Ford,Civic,SUV,2020,46314,0.138519687,6415.4
2022-07-01,Patrick Harris,Lisa Herman,Honda,Civic,Sedan,2015,24857,0.05519493,1371.98
2022-09-28,Norma Watkins,Shannon Ramsey,Nissan,Altima,Hatchback,2012,39149,0.072228092,2827.66
2022-12-20,Terry Perkins MD,Kathleen Jarvis,Ford,Corolla,SUV,2022,32336,0.14173129,4583.02
2022-10-26,Terry Perkins MD,Jessica Henderson,Honda,Civic,Hatchback,2020,36325,0.144291891,5241.4
2022-06-10,Terry Perkins MD,Kristy Davidson,Ford,Corolla,MiniVan,2019,47590,0.095321055,4536.33
2022-12-19,Eric Lopez,Christina Harris,Nissan,Corolla,MiniVan,2021,47533,0.145477336,6914.97
2023-03-02,Scott Parker,Wanda Sanders,Honda,Civic,MiniVan,2018,46399,0.107124097,4970.45
2022-06-08,Eric Lopez,Pam Olsen,Chevrolet,Corolla,Hatchback,2016,38889,0.078198675,3041.07
2022-06-18,Terry Perkins MD,Michael Murphy,Honda,Civic,MiniVan,2015,13652,0.074805314,1021.24
2023-04-15,Monica Moore MD,Jacob Hernandez,Chevrolet,Civic,Sedan,2018,48833,0.114727752,5602.5
2022-11-15,Scott Parker,Matthew Williams,Chevrolet,Silverado,Hatchback,2020,34110,0.085777507,2925.87
2023-03-23,Roberto Rose,Eric Martinez,Chevrolet,Silverado,SUV,2019,19032,0.079035451,1504.2
